1,307,50,96,18
1,308,63,101,41
1,330,78,104,76
1,403,47,52,79
1,440,55,59,83
1,469,47,40,81
1,25,203,36,56
1,52,172,28,48
1,59,200,67,58
1,64,254,55,63
1,136,303,142,56
1,300,326,43,33
1,111,197,56,109
1,136,179,86,105
1,164,82,63,62
1,195,70,79,59
1,216,75,71,63
1,276,83,82,78
1,245,92,46,65
1,220,129,73,128
1,276,152,113,75
1,374,265,107,94
1,330,225,180,72
1,396,121,107,105
1,129,60,34,50
1,172,64,70,45
1,224,38,93,55
1,153,112,89,82
1,130,115,22,34
1,109,95,31,26
2,307,50,96,18
2,308,63,101,41
2,330,78,104,76
2,403,47,52,79
2,440,55,59,96
2,469,47,40,81
2,25,203,36,56
2,52,172,28,48
2,59,200,67,58
2,64,259,55,58
2,136,303,142,56
2,300,326,43,33
2,139,188,89,102
2,164,82,63,62
2,111,195,56,109
2,195,70,79,59
2,216,75,71,63
2,276,83,82,78
2,245,92,46,65
2,280,151,108,77
2,227,121,58,128
2,383,269,99,90
2,342,217,170,103
2,398,114,84,108
2,125,64,40,44
2,201,41,82,58
2,169,67,54,39
2,282,52,24,30
2,146,121,93,80
2,136,118,19,23
2,109,95,31,26
3,307,50,96,18
3,308,63,101,41
3,330,78,104,61
3,403,47,52,79
3,440,55,59,96
3,469,47,40,81
3,25,203,36,56
3,52,172,28,48
3,59,200,67,58
3,64,259,55,58
3,136,303,122,56
3,300,326,43,33
3,139,188,83,102
3,164,82,63,62
3,126,195,53,99
3,195,70,79,59
3,216,75,71,63
3,276,83,82,78
3,245,92,46,65
3,280,153,109,74
3,223,111,74,137
3,382,275,103,84
3,340,217,160,111
3,374,94,99,130
3,124,64,40,42
3,194,40,72,51
3,172,70,36,37
3,261,51,50,35
3,148,117,89,88
3,130,120,32,30
3,109,95,31,26
4,307,50,96,18
4,308,63,101,41
4,330,78,104,50
4,403,47,52,79
4,440,55,59,96
4,469,47,40,81
4,25,203,36,56
4,52,172,28,48
4,59,200,67,58
4,64,259,55,58
4,136,303,122,56
4,300,326,43,33
4,144,176,84,94
4,164,82,63,62
4,130,202,61,86
4,195,70,79,59
4,216,75,71,63
4,276,83,82,78
4,245,92,46,65
4,270,139,134,98
4,222,114,88,132
4,395,277,89,82
4,330,221,170,94
4,327,96,129,83
4,129,65,34,42
4,181,45,64,56
4,172,71,28,40
4,244,52,63,33
4,148,117,89,88
4,131,118,27,26
4,109,95,31,26
5,307,50,96,18
5,308,63,101,41
5,330,78,104,54
5,403,47,52,79
5,440,55,59,100
5,469,47,40,81
5,25,203,36,56
5,52,172,28,48
5,59,200,67,58
5,64,259,55,58
5,136,303,122,56
5,300,326,43,33
5,144,176,84,94
5,164,82,63,62
5,130,202,61,86
5,195,70,79,59
5,216,75,71,63
5,276,83,82,78
5,245,92,46,65
5,277,138,111,89
5,220,116,87,125
5,396,279,101,80
5,337,219,177,76
5,299,83,133,88
5,129,65,32,46
5,179,45,59,59
5,170,75,23,32
5,240,50,73,37
5,148,117,89,88
5,130,116,43,37
5,109,95,31,26
6,307,50,96,18
6,308,63,101,41
6,330,78,104,56
6,403,47,52,79
6,440,55,59,99
6,469,47,40,81
6,25,203,36,56
6,52,172,28,48
6,59,200,67,58
6,64,259,55,58
6,136,303,122,56
6,300,326,43,33
6,144,176,84,94
6,164,82,63,62
6,130,202,61,86
6,195,70,79,59
6,216,75,71,63
6,276,83,82,78
6,245,92,46,65
6,277,138,111,89
6,225,117,88,128
6,415,269,90,90
6,342,213,154,99
6,307,89,114,86
6,131,69,32,40
6,167,45,69,64
6,236,52,75,34
6,148,117,89,88
6,132,114,43,38
6,109,95,31,26
7,307,50,96,18
7,308,63,101,41
7,330,78,104,58
7,403,47,52,79
7,440,55,59,97
7,469,47,40,81
7,25,203,36,56
7,52,172,28,48
7,59,200,67,58
7,64,259,55,58
7,136,303,122,56
7,300,326,43,33
7,144,176,84,75
7,164,82,63,62
7,124,202,82,73
7,195,70,79,59
7,216,75,71,63
7,276,83,82,78
7,245,92,46,65
7,277,138,111,89
7,225,116,83,131
7,406,271,88,88
7,333,200,170,111
7,300,83,111,90
7,126,69,37,40
7,168,43,61,65
7,225,51,86,39
7,148,117,89,88
7,131,114,45,40
7,109,95,31,26
8,307,50,96,18
8,308,63,101,41
8,330,78,104,59
8,403,47,52,79
8,440,55,59,97
8,469,47,40,81
8,25,203,36,56
8,52,172,28,48
8,59,200,67,58
8,64,259,55,58
8,136,303,122,56
8,300,326,43,33
8,144,176,84,73
8,164,82,63,62
8,130,202,76,72
8,195,70,79,59
8,216,75,71,63
8,276,83,82,78
8,245,92,46,65
8,277,138,111,89
8,231,117,69,136
8,399,273,89,86
8,341,211,172,93
8,300,85,120,81
8,121,67,44,44
8,165,49,57,61
8,234,53,80,39
8,148,117,89,88
8,135,113,43,45
8,109,95,31,26
9,307,50,96,18
9,308,63,101,41
9,330,78,104,76
9,403,47,52,79
9,440,55,59,97
9,469,47,40,81
9,25,203,36,56
9,52,172,28,48
9,59,200,67,58
9,64,259,55,58
9,136,303,122,56
9,300,326,43,33
9,144,176,84,72
9,164,82,63,62
9,130,202,72,73
9,195,70,79,59
9,216,75,71,63
9,276,83,82,78
9,245,92,46,65
9,277,138,111,89
9,247,134,74,142
9,398,275,91,84
9,367,188,144,110
9,296,73,105,88
9,113,64,56,50
9,166,47,65,65
9,220,62,18,15
9,231,55,78,31
9,148,117,89,88
9,130,116,40,46
9,109,95,31,26
10,307,50,96,18
10,319,63,90,41
10,337,78,97,76
10,403,47,52,79
10,440,55,59,97
10,469,47,40,81
10,25,203,36,56
10,52,172,28,48
10,59,200,67,58
10,64,259,55,58
10,136,303,122,56
10,300,326,43,33
10,144,176,84,74
10,164,82,63,62
10,130,202,72,73
10,195,70,79,59
10,216,75,71,63
10,276,83,82,78
10,245,92,46,65
10,277,138,111,89
10,238,144,82,125
10,398,267,97,92
10,400,174,113,161
10,285,69,91,55
10,115,69,53,43
10,163,46,65,63
10,220,62,17,13
10,238,53,68,27
10,148,117,89,88
10,133,118,41,39
10,109,95,31,26
11,307,50,96,18
11,324,63,85,41
11,330,78,104,76
11,403,47,52,79
11,440,55,59,97
11,469,47,40,81
11,25,203,36,56
11,52,172,28,48
11,59,200,67,58
11,64,259,55,58
11,136,303,122,56
11,300,326,43,33
11,144,176,84,75
11,164,82,63,62
11,130,202,72,73
11,195,70,79,59
11,216,75,71,63
11,276,83,82,78
11,245,92,46,65
11,277,138,111,89
11,245,149,75,124
11,377,267,106,92
11,412,167,96,172
11,266,59,77,64
11,115,63,59,55
11,164,49,59,53
11,214,61,22,16
11,237,54,70,30
11,148,117,89,88
11,135,113,41,51
11,109,95,31,26
12,307,50,96,18
12,327,63,82,41
12,330,78,104,76
12,403,47,52,79
12,440,55,59,97
12,469,47,40,81
12,25,203,36,56
12,52,172,28,48
12,59,200,67,58
12,64,259,55,58
12,136,303,122,56
12,300,326,43,33
12,144,176,84,66
12,164,82,63,62
12,130,202,72,73
12,195,70,79,59
12,216,75,71,63
12,276,83,82,78
12,245,92,46,65
12,277,138,111,89
12,243,157,78,119
12,375,275,96,84
12,410,164,102,177
12,269,45,75,71
12,123,60,56,44
12,165,54,49,55
12,206,62,31,20
12,237,53,53,28
12,148,117,89,88
12,135,116,52,43
12,109,95,31,26
13,307,50,96,18
13,327,63,82,41
13,330,78,104,76
13,403,47,52,79
13,440,55,59,97
13,469,47,40,81
13,25,203,36,56
13,52,172,28,48
13,59,200,67,58
13,64,259,55,58
13,136,303,122,56
13,300,326,43,33
13,144,176,84,65
13,164,82,63,62
13,130,202,72,73
13,195,70,79,59
13,216,75,71,63
13,276,83,82,78
13,245,92,46,65
13,277,138,111,89
13,241,152,80,123
13,386,280,100,79
13,400,167,112,170
13,266,42,68,68
13,132,60,50,44
13,157,56,58,50
13,200,63,37,19
13,235,57,45,25
13,148,117,89,88
13,133,108,47,52
13,109,95,31,26
14,307,50,96,18
14,326,63,83,41
14,330,78,104,76
14,403,47,52,79
14,440,55,59,97
14,469,47,40,81
14,25,203,36,56
14,52,172,28,48
14,59,200,67,58
14,64,259,55,58
14,136,303,122,56
14,300,326,43,33
14,144,167,95,67
14,164,82,63,62
14,130,202,72,73
